subject,W.ML,W.mean,W.median,W.MAP,W.sd,W.lower,W.upper,Wlog.mean,Wlog.sd,MAP.BIC
135,0.0208984375,0.0241670376703,0.0232044311758,0.0208875007184,0.00625724844298,0.0143771033304,0.0375436175436,-3.75406625863,0.248013922613,15.2131855602
136,0.0216796875,0.0244188768654,0.0230550984449,0.0217081591368,0.00698713299749,0.0137518890471,0.0380498964701,-3.74887392409,0.264554503963,12.042000234
137,0.0337890625,0.0390407097717,0.0361464332269,0.0337308814281,0.0112667882082,0.0244918050243,0.0613257429648,-3.27735337587,0.253139648454,19.7433753088
138,0.016796875,0.019253919412,0.0181709545491,0.0167745037831,0.0057829984136,0.0107468280181,0.0316025506336,-3.9893789743,0.27396933834,11.2086244775
139,0.02998046875,0.0338204372806,0.032459316755,0.0299212429305,0.00894124693661,0.0201974071927,0.0519255584363,-3.41754415494,0.243037175859,19.5152094354
140,0.02412109375,0.02730637619,0.0264597881293,0.0240954642037,0.00717600800089,0.0148687355845,0.0415715593778,-3.63233460307,0.248667541695,16.7126025032
141,0.01953125,0.0225201163077,0.0216975474661,0.0194930331729,0.00615634214571,0.0128896262121,0.0353769208166,-3.82812285727,0.261511598227,14.7057577003
142,0.02890625,0.03312307808,0.0317663073197,0.0289579597199,0.00842393373808,0.0200249532864,0.0494988526249,-3.43783474547,0.244302230579,16.8554913909
143,0.02314453125,0.0268135378468,0.0250840831974,0.0231336784479,0.00755084686836,0.0150964268295,0.0406350580307,-3.65352224848,0.257217507223,15.8544236462
144,0.016552734375,0.0186041728611,0.0179008577472,0.0165621402247,0.00489059593711,0.0107988002121,0.0290160010833,-4.01755977904,0.256854969989,15.1876603394
145,0.02060546875,0.0236304989094,0.0229049392715,0.0206314941684,0.00637411878609,0.0133011126032,0.0360834150946,-3.77767583283,0.250207926951,12.5671543573
